timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1697587908839,3275,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-10,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3275,0,14
1697587908740,3467,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-7,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3467,0,16
1697587910213,2002,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-1,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,2002,0,0
1697587908871,3638,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-11,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3638,0,16
1697587908904,3607,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-12,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3607,0,14
1697587908806,3708,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-9,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3708,0,13
1697587908971,3544,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-14,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3544,0,13
1697587908938,3578,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-13,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3578,0,14
1697587910260,2348,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-2,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,2348,0,0
1697587909004,3860,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-15,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3860,0,13
1697587909103,3805,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-18,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3805,0,12
1697587909069,3841,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-17,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3841,0,13
1697587909036,3875,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-16,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3875,0,14
1697587909235,3676,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-22,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3676,0,13
1697587909136,3778,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-19,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3778,0,14
1697587909201,3715,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-21,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,3715,0,13
1697587909300,4115,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-24,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4115,0,12
1697587909268,4149,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-23,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4149,0,14
1697587909168,4344,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-20,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4344,0,14
1697587909333,4180,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-25,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4180,0,13
1697587909400,4216,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-27,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4216,0,12
1697587909367,4448,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-26,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4448,0,14
1697587909499,4412,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-30,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4412,0,13
1697587909434,4478,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-28,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4478,0,14
1697587909465,4543,Get Interview Schedules By Program Id,200,OK,172.19.252.206:1099-Thread Group 1-29,text,true,,769,1287,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/programs/5f1024b45e54a93c6c126e1c/interview-schedules,4543,0,14
1697587911317,4292,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-3,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4292,0,0
1697587911861,4052,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-5,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4052,0,0
1697587911909,4006,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-4,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4006,0,0
1697587912107,4207,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-6,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4207,0,0
1697587912215,4100,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-1,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,4100,0,0
1697587912207,4110,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-7,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4110,0,0
1697587912113,4295,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-8,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4295,0,0
1697587912511,3903,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-12,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,3903,0,0
1697587912114,4394,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-10,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4394,0,0
1697587912509,4099,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-11,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4099,0,0
1697587912864,4049,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-15,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4049,0,0
1697587912911,4003,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-16,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4003,0,0
1697587912912,4003,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-22,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4003,0,0
1697587912608,4398,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-2,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,4398,0,0
1697587912908,4101,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-18,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4101,0,0
1697587912516,4497,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-13,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4497,0,0
1697587912914,4103,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-19,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4103,0,0
1697587912515,4692,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-14,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4692,0,0
1697587912916,4296,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-21,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4296,0,0
1697587912514,4793,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-9,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4793,0,0
1697587912910,4400,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-17,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4400,0,0
1697587913415,4192,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-24,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4192,0,0
1697587913417,4191,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-23,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4191,0,0
1697587913512,4302,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-20,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4302,0,0
1697587913616,4200,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-27,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4200,0,0
1697587913815,4092,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-26,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4092,0,0
1697587913911,4002,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-30,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4002,0,0
1697587913912,4404,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-28,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4404,0,0
1697587914008,4309,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-29,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4309,0,0
1697587913513,4995,Get Interview Schedule By Id,200,OK,172.19.252.206:1099-Thread Group 1-25,text,true,,2895,1278,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/61e7b996ff47e900112ca439,4995,0,0
1697587915609,3397,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-3,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3397,0,0
1697587915913,3699,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-5,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3699,0,0
1697587915916,3790,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-4,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3790,0,0
1697587916414,3298,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-12,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3298,0,0
1697587916314,3495,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-6,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3495,0,0
1697587916317,3493,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-7,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3493,0,0
1697587916408,3403,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-8,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3403,0,0
1697587916508,3698,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-10,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3698,0,0
1697587916913,3296,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-15,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3296,0,0
1697587916915,3391,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-22,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3391,0,0
1697587917009,3298,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-18,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3298,0,0
1697587916914,3394,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-16,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3394,0,0
1697587916608,3701,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-11,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3701,0,0
1697587917013,3601,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-13,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3601,0,0
1697587917212,3402,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-21,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3402,0,0
1697587917017,3599,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-19,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3599,0,0
1697587917207,3410,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-14,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3410,0,0
1697587917310,3396,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-17,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3396,0,0
1697587917607,3104,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-24,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3104,0,0
1697587917608,3104,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-23,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3104,0,0
1697587917307,3513,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-9,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3513,0,0
1697587917907,3401,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-26,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3401,0,0
1697587917816,3493,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-27,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3493,0,0
1697587917815,3591,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-20,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3591,0,0
1697587917913,3493,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-30,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3493,0,0
1697587916315,5094,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-1,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,5094,0,0
1697587918316,3093,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-28,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3093,0,0
1697587918318,3189,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-29,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3189,0,0
1697587918508,3400,Update Internship Data Reserve Status,409,Conflict,172.19.252.206:1099-Thread Group 1-25,text,true,,325,1391,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/internship-data/supervisor/update-reserve-status/60f7b1247219c6001457c9a5,3400,0,0
1697587917006,5108,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-2,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,5108,0,0
1697587919006,4302,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-3,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,4302,0,0
1697587919809,3700,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-6,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,3700,0,0
1697587919810,3702,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-7,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,3702,0,0
1697587919712,3800,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-12,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,3800,0,0
1697587919811,3702,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-8,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,3702,0,0
1697587919706,3902,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-4,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,3902,0,0
1697587920206,3508,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-10,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,3508,0,0
1697587919612,4194,Get Count Quota Reserve,200,OK,172.19.252.206:1099-Thread Group 1-5,text,true,,341,1298,30,30,https://api-dtpinternship-admin-stage.ddbtelkom.id/api/admin/v1/interview-schedules/count-reserve-quota/6283d0302a62200013179748,4194,0,0
